result,reason,unit_id,unit_type,serial,model,qrcode,region,site_num,visit_num,uar_link,photo_url,photo_description,completed_time
BAD,"The cube separator shows visible mineral deposits, scaling, and discoloration on the plastic dividers, indicating buildup and lack of proper cleaning/maintenance.",194647,Ice Machine,N00092J,KMH-2100SRJZ3,QRSF77655,Hoshizaki - North Carolina,3066,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74559/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/3066/Visit/1/QRSF77655/field_17_photo.jpg?44798,Before cleaning,2024-08-28 00:00:00
BAD,"The cube separator grid shows visible damage with multiple broken or missing divider sections, compromising its ability to properly separate ice cubes.",194647,Ice Machine,N00092J,KMH-2100SRJZ3,QRSF77655,Hoshizaki - North Carolina,3066,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74559/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/3066/Visit/1/QRSF77655/field_368_photo.jpg?41688,Components in cleaning solution,2024-08-28 00:00:00
BAD,"The cube separator appears to be damaged or cracked, with visible separation and deterioration of the plastic grid structure.",194647,Ice Machine,N00092J,KMH-2100SRJZ3,QRSF77655,Hoshizaki - North Carolina,3066,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74559/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/3066/Visit/1/QRSF77655/problemphotos/problem_photo_1.jpg?51720,Screw I can't remove due to it being so close to the wall and drop ceiling preventing me from going to the top ,2024-08-28 00:00:00
BAD,"The cube separator grid is heavily coated with mineral deposits and ice buildup, indicating poor maintenance and potential blockage of ice cube separation.",194647,Ice Machine,N00092J,KMH-2100SRJZ3,QRSF77655,Hoshizaki - North Carolina,3066,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80452/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Bahama-Breeze/3066/Visit/2/QRSF77655/field_368_photo.jpg,Components in cleaning solution,2025-02-19 00:00:00
BAD,"The cube separator is missing or not properly seated in its housing, leaving the mounting area empty and exposed.",194647,Ice Machine,N00092J,KMH-2100SRJZ3,QRSF77655,Hoshizaki - North Carolina,3066,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80452/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Bahama-Breeze/3066/Visit/2/QRSF77655/field_4_photo.jpg?3633,Drop Zone Wiped Down,2025-02-19 00:00:00
BAD,"The cube separator shows significant mineral buildup, discoloration, and visible debris accumulation indicating inadequate cleaning and maintenance.",194647,Ice Machine,N00092J,KMH-2100SRJZ3,QRSF77655,BAHAMA BREEZE,3066,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88381/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Bahama-Breeze/3066/Visit/3/QRSF77655/field_368_photo.jpg?90886,Components in cleaning solution,2025-10-08 00:00:00
BAD,"Cube separator shows significant mineral buildup, scale deposits, and discoloration indicating inadequate cleaning and maintenance.",194647,Ice Machine,N00092J,KMH-2100SRJZ3,QRSF77655,BAHAMA BREEZE,3066,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88381/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Bahama-Breeze/3066/Visit/3/QRSF77655/field_17_photo.jpg?58862,Before cleaning,2025-10-08 00:00:00
BAD,"The cube separator is damaged with visible cracks and breaks in the plastic grid structure, compromising its ability to properly separate ice cubes.",194647,Ice Machine,N00092J,KMH-2100SRJZ3,QRSF77655,BAHAMA BREEZE,3066,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88381/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Bahama-Breeze/3066/Visit/3/QRSF77655/field_4_photo.jpg?64186,Drop Zone Wiped Down,2025-10-08 00:00:00
BAD,"Cube separator is heavily encrusted with mineral buildup and ice accumulation, indicating poor maintenance and potential blockage of ice flow.",194648,Ice Machine,N000094J,KMH-2100SRJZ3,QRSF77654,Hoshizaki - North Carolina,3066,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66537/1013573760,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/3066/Visit/0/QRSF77654/field_183_photo.jpg?22683,drain line,2024-01-17 00:00:00
BAD,"The cube separator grid shows significant damage with broken and missing divider sections, compromising its ability to properly separate ice cubes.",194648,Ice Machine,N000094J,KMH-2100SRJZ3,QRSF77654,Hoshizaki - North Carolina,3066,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66537/1013573760,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/3066/Visit/0/QRSF77654/field_204_photo.jpg?94941,Photo,2024-01-17 00:00:00
BAD,The cube separator shows visible damage with multiple broken or cracked dividers and appears to have dirt/debris accumulation on the surface.,194648,Ice Machine,N000094J,KMH-2100SRJZ3,QRSF77654,Hoshizaki - North Carolina,3066,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74559/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/3066/Visit/1/QRSF77654/field_17_photo.jpg?37493,Before cleaning,2024-08-28 00:00:00
BAD,Cube separator shows significant damage with multiple broken/missing divider segments and white connector pieces at the bottom appear cracked or improperly installed.,194648,Ice Machine,N000094J,KMH-2100SRJZ3,QRSF77654,Hoshizaki - North Carolina,3066,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74559/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/3066/Visit/1/QRSF77654/field_368_photo.jpg?66053,Components in cleaning solution,2024-08-28 00:00:00
BAD,"The cube separator shows significant ice accumulation and frost buildup on its surface, indicating poor performance and potential operational issues.",194648,Ice Machine,N000094J,KMH-2100SRJZ3,QRSF77654,Hoshizaki - North Carolina,3066,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/74559/1135795200,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/3066/Visit/1/QRSF77654/field_313_photo.jpg?95986,Before evap cleaning,2024-08-28 00:00:00
BAD,"Multiple cube separators are damaged, cracked, and improperly positioned in the bin rather than properly installed between the evaporator and bin.",194648,Ice Machine,N000094J,KMH-2100SRJZ3,QRSF77654,Hoshizaki - North Carolina,3066,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80452/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Bahama-Breeze/3066/Visit/2/QRSF77654/field_17_photo.jpg,Before cleaning,2025-02-19 00:00:00
BAD,"The cube separators show significant buildup of mineral deposits and algae/mold growth (green discoloration), indicating poor maintenance and potential operational issues.",194648,Ice Machine,N000094J,KMH-2100SRJZ3,QRSF77654,Hoshizaki - North Carolina,3066,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80452/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Bahama-Breeze/3066/Visit/2/QRSF77654/field_368_photo.jpg,Components in cleaning solution,2025-02-19 00:00:00
BAD,Cube separator appears to be missing or removed from its proper position in the ice machine interior.,194648,Ice Machine,N000094J,KMH-2100SRJZ3,QRSF77654,Hoshizaki - North Carolina,3066,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80452/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Bahama-Breeze/3066/Visit/2/QRSF77654/field_4_photo.jpg?99810,Drop Zone Wiped Down,2025-02-19 00:00:00
BAD,"Cube separator is heavily clogged with ice buildup and mineral deposits, preventing proper cube separation and flow.",194648,Ice Machine,N000094J,KMH-2100SRJZ3,QRSF77654,Hoshizaki - North Carolina,3066,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80452/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Bahama-Breeze/3066/Visit/2/QRSF77654/field_46_photo.jpg?88786,New Ice,2025-02-19 00:00:00
BAD,"The cube separator appears to be damaged or cracked, with visible wear and potential structural compromise at the mounting area.",194673,Ice Machine,N00088J,KMH-2100SRJZ3,QRS191519,Hoshizaki - Wisconsin,6498,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66542/1013697216,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6498/Visit/0/QRS191519/field_185_photo.jpg,Bin control,2024-01-19 00:00:00
BAD,"Cube separator is heavily frosted and covered with ice buildup, indicating inadequate defrost or cleaning.",194673,Ice Machine,N00088J,KMH-2100SRJZ3,QRS191519,Hoshizaki - Wisconsin,6498,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66542/1013697216,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6498/Visit/0/QRS191519/field_233_photo.jpg?67391,Leak Test Check (Line set connection points),2024-01-19 00:00:00
BAD,"The cube separator is visibly cracked/damaged with breaks in the plastic grid structure, compromising its ability to properly separate falling ice cubes.",194675,Ice Machine,N00076J,KMH-2100SRJZ3,QRS191518,Hoshizaki - Wisconsin,6498,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/72745/1108141056,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6498/Visit/1/QRS191518/field_17_photo.jpg?83268,Ice Machine Components In Cleaner,2024-06-27 00:00:00
BAD,"Cube separator shows significant mineral buildup and discoloration on the plastic grid dividers, indicating poor maintenance and potential ice flow restriction.",194675,Ice Machine,N00076J,KMH-2100SRJZ3,QRS191518,Hoshizaki - Wisconsin,6498,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/77231/1176535680,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki/6498/Visit/2/QRS191518/field_313_photo.jpg?3847,Before evap cleaning,2024-11-14 00:00:00
BAD,"The cube separator grids show significant rust/corrosion on the metal components and discoloration, indicating deterioration and potential functional compromise.",194675,Ice Machine,N00076J,KMH-2100SRJZ3,QRS191518,Hoshizaki - Wisconsin,6498,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/77231/1176535680,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki/6498/Visit/2/QRS191518/field_45_photo.jpg?6986,Evap. After Cleaning,2024-11-14 00:00:00
BAD,"Cube separator shows significant rust/corrosion on the metal grid and discoloration, indicating deterioration and potential functionality compromise.",194675,Ice Machine,N00076J,KMH-2100SRJZ3,QRS191518,Hoshizaki - Wisconsin,6498,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/77231/1176535680,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki/6498/Visit/2/QRS191518/field_388_photo.jpg?67377,Ice thickness probe position after adjustment,2024-11-14 00:00:00
BAD,"Cube separator grids appear damaged with visible cracks and deterioration in the yellow plastic dividers, compromising their ability to properly separate ice cubes.",194675,Ice Machine,N00076J,KMH-2100SRJZ3,QRS191518,Olive Garden,6498,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88333/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6498/Visit/3/QRS191518/field_17_photo.jpg?40003,Before cleaning,2025-10-20 00:00:00
BAD,"The cube separator grid shows significant ice buildup and mineral deposits on both the upper and lower sections, indicating poor cleaning and potential operational issues.",194675,Ice Machine,N00076J,KMH-2100SRJZ3,QRS191518,Olive Garden,6498,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88333/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6498/Visit/3/QRS191518/field_313_photo.jpg?51451,Before evap cleaning,2025-10-20 00:00:00
BAD,"The cube separator appears to be improperly installed or misaligned, with visible damage or separation from its mounting position indicated by the gap and tilted orientation.",194675,Ice Machine,N00076J,KMH-2100SRJZ3,QRS191518,Olive Garden,6498,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88333/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6498/Visit/3/QRS191518/field_4_photo.jpg?16402,Drop Zone Wiped Down,2025-10-20 00:00:00
BAD,"The cube separator grid shows significant ice buildup and mineral deposits on the dividers, which restricts ice flow and indicates inadequate cleaning or maintenance.",194675,Ice Machine,N00076J,KMH-2100SRJZ3,QRS191518,Olive Garden,6498,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88333/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6498/Visit/3/QRS191518/field_45_photo.jpg?27177,Evap. After Cleaning,2025-10-20 00:00:00
BAD,"Cube separator grid shows signs of damage, discoloration, and improper positioning with multiple components appearing misaligned or deteriorated.",194675,Ice Machine,N00076J,KMH-2100SRJZ3,QRS191518,Olive Garden,6498,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88333/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6498/Visit/3/QRS191518/field_368_photo.jpg?69863,Components in cleaning solution,2025-10-20 00:00:00
BAD,"The cube separator grid is visibly deteriorated, discolored, and shows significant wear and contamination, indicating it requires replacement.",194681,Ice Machine,N10216K,KM-1900SRJZ3,QRS191517,Hoshizaki - Ohio,5676,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66541/1013697216,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/5676/Visit/0/QRS191517/field_166_photo.jpg?7896,Remote unit,2024-01-23 00:00:00
BAD,"The cube separator shows significant mineral buildup, scale deposits, and corrosion on the metal dividers, indicating poor maintenance and reduced functionality.",194681,Ice Machine,N10216K,KM-1900SRJZ3,QRS191517,Hoshizaki - Ohio,5676,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66541/1013697216,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/5676/Visit/0/QRS191517/field_233_photo.jpg?56185,Leak Test Check (Line set connection points),2024-01-23 00:00:00
BAD,"Multiple cube separator components are disassembled and laid out on the counter, indicating removal from the machine, rather than being properly installed in operational position.",194681,Ice Machine,N10216K,KM-1900SRJZ3,QRS191517,Hoshizaki - Ohio,5676,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/72746/1108141056,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/5676/Visit/1/QRS191517/field_17_photo.jpg?56690,Before cleaning,2024-09-03 00:00:00
BAD,"Cube separator bars are bent, warped, and misaligned, indicating damage that will prevent proper ice cube separation and flow.",194681,Ice Machine,N10216K,KM-1900SRJZ3,QRS191517,Hoshizaki - Ohio,5676,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/72746/1108141056,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/5676/Visit/1/QRS191517/field_368_photo.jpg?99116,Components in cleaning solution,2024-09-03 00:00:00
BAD,"The cube separator shows significant damage with a large crack or break in the central divider section, compromising its ability to properly separate ice cubes.",194681,Ice Machine,N10216K,KM-1900SRJZ3,QRS191517,Hoshizaki - Ohio,5676,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/72746/1108141056,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/5676/Visit/1/QRS191517/field_285_photo.jpg?85858,Before Cleaning drop zone,2024-09-03 00:00:00
BAD,"Cube separator appears to be cracked or broken, with visible damage to the plastic grid structure that would compromise its ability to properly separate ice cubes.",194681,Ice Machine,N10216K,KM-1900SRJZ3,QRS191517,LONGHORNSTEAKHOUSE,5676,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84768/129134976,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5676/Visit/2/QRS191517/field_285_photo.jpg,Before Cleaning drop zone,2025-06-30 00:00:00
BAD,"Cube separator shows significant mineral buildup/scaling and ice accumulation on the dividers, indicating inadequate cleaning and potential flow obstruction.",194681,Ice Machine,N10216K,KM-1900SRJZ3,QRS191517,LONGHORNSTEAKHOUSE,5676,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84768/129134976,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5676/Visit/2/QRS191517/field_313_photo.jpg,Before evap cleaning,2025-06-30 00:00:00
BAD,"Multiple cube separators are disassembled and displayed showing significant wear, discoloration, and damage to the plastic grid dividers, indicating they are not in proper working condition.",194681,Ice Machine,N10216K,KM-1900SRJZ3,QRS191517,LONGHORNSTEAKHOUSE,5676,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84768/129134976,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5676/Visit/2/QRS191517/field_368_photo.jpg,Components in cleaning solution,2025-06-30 00:00:00
BAD,"The cube separator shows visible damage with broken and bent dividers, compromising its ability to properly separate ice cubes.",194681,Ice Machine,N10216K,KM-1900SRJZ3,QRS191517,LONGHORNSTEAKHOUSE,5676,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84768/129134976,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5676/Visit/2/QRS191517/field_45_photo.jpg?45783,Evap. After Cleaning,2025-06-30 00:00:00
BAD,Cube separator is cracked/damaged with visible breaks in the plastic grid structure.,194681,Ice Machine,N10216K,KM-1900SRJZ3,QRS191517,LONGHORNSTEAKHOUSE,5676,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/84768/129134976,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5676/Visit/2/QRS191517/field_4_photo.jpg,Drop Zone Wiped Down,2025-06-30 00:00:00
BAD,"The cube separator appears to be damaged with visible cracks and deterioration in the plastic material, compromising its ability to properly separate ice cubes.",194681,Ice Machine,N10216K,KM-1900SRJZ3,QRS191517,LONGHORNSTEAKHOUSE,5676,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89757/136665792,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5676/Visit/4/QRS191517/field_285_photo.jpg?75602,Before Cleaning drop zone,2026-01-15 00:00:00
BAD,"The cube separator shows significant mineral buildup, discoloration, and scaling which indicates poor maintenance and potential ice quality issues.",194681,Ice Machine,N10216K,KM-1900SRJZ3,QRS191517,LONGHORNSTEAKHOUSE,5676,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89757/136665792,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5676/Visit/4/QRS191517/field_368_photo.jpg?95679,Components in cleaning solution,2026-01-15 00:00:00
BAD,"The cube separator is disassembled and partially removed from the machine, showing improper installation or maintenance of the component.",194681,Ice Machine,N10216K,KM-1900SRJZ3,QRS191517,LONGHORNSTEAKHOUSE,5676,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89757/136665792,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5676/Visit/4/QRS191517/field_17_photo.jpg?91202,Before cleaning,2026-01-15 00:00:00
BAD,The yellow cube separator shows significant buildup/scaling and appears to have mineral deposits and debris accumulation that will impair ice cube separation and flow.,194681,Ice Machine,N10216K,KM-1900SRJZ3,QRS191517,LONGHORNSTEAKHOUSE,5676,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/89757/136665792,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5676/Visit/4/QRS191517/field_282_photo.jpg?47242,Ice Machine Cleaned and Disassembled,2026-01-15 00:00:00
BAD,"The cube separator grid is heavily contaminated with mineral buildup, scale, and debris, which will impede proper ice cube separation and flow.",194723,Ice Machine,N00793H,KM-2600SRJZ3,QRS215671,Hoshizaki - North Carolina,6504,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/67073/1021721856,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6504/Visit/0/QRS215671/field_183_photo.jpg,drain line,2024-01-31 00:00:00
BAD,Cube separator is damaged with broken/cracked panels and appears to be improperly positioned or partially disassembled in the bin.,194723,Ice Machine,N00793H,KM-2600SRJZ3,QRS215671,Hoshizaki - North Carolina,6504,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/73563/1120610112,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6504/Visit/1/QRS215671/field_17_photo.jpg?24596,Before cleaning,2024-08-06 00:00:00
BAD,"Cube separator is damaged with visible cracks and deterioration in the plastic grid structure, compromising its ability to properly separate ice cubes.",194723,Ice Machine,N00793H,KM-2600SRJZ3,QRS215671,Hoshizaki - North Carolina,6504,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/73563/1120610112,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6504/Visit/1/QRS215671/field_368_photo.jpg?73305,Components in cleaning solution,2024-08-06 00:00:00
BAD,"The cube separator shows significant ice buildup and scaling on the metal dividers, indicating mineral deposits and potential operational issues that require cleaning or replacement.",194723,Ice Machine,N00793H,KM-2600SRJZ3,QRS215671,Hoshizaki - North Carolina,6504,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/73563/1120610112,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6504/Visit/1/QRS215671/field_313_photo.jpg?90117,Before evap cleaning,2024-08-06 00:00:00
BAD,The cube separator shows visible damage with a section broken or missing on the right side of the grid structure.,194723,Ice Machine,N00793H,KM-2600SRJZ3,QRS215671,Hoshizaki - North Carolina,6504,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/73563/1120610112,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6504/Visit/1/QRS215671/field_45_photo.jpg?11036,Evap. After Cleaning,2024-08-06 00:00:00
BAD,"Cube separator shows significant damage with a black rod/component crossing through it improperly, and visible wear/buildup on the plastic grid material.",194723,Ice Machine,N00793H,KM-2600SRJZ3,QRS215671,Hoshizaki - North Carolina,6504,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80453/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6504/Visit/2/QRS215671/field_368_photo.jpg?45965,Before cleaning components,2025-02-20 00:00:00
BAD,"The cube separator grid is heavily soiled with algae/biological growth and mineral deposits, indicating poor maintenance and potential operational issues.",194723,Ice Machine,N00793H,KM-2600SRJZ3,QRS215671,Hoshizaki - North Carolina,6504,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80453/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6504/Visit/2/QRS215671/field_17_photo.jpg?16263,Components in cleaning solution,2025-02-20 00:00:00
BAD,"Multiple cube separator grids are disassembled and stacked, with one showing visible yellowing/discoloration and mineral buildup, indicating they require cleaning or replacement.",194723,Ice Machine,N00793H,KM-2600SRJZ3,QRS215671,Olive Garden,6504,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88380/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6504/Visit/3/QRS215671/field_17_photo.jpg?81883,Before cleaning,2025-10-09 00:00:00
BAD,"The cube separator grid is visibly dirty with significant ice buildup and debris accumulation, indicating inadequate cleaning and potential operational issues.",194724,Ice Machine,N00796H,KM-2600SRJZ3,QRS215672,Hoshizaki - North Carolina,6504,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/67073/1021721856,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6504/Visit/0/QRS215672/field_183_photo.jpg?37439,drain line,2024-01-31 00:00:00
BAD,"The cube separator is cracked and damaged, with a visible break that compromises its ability to properly separate ice cubes.",194724,Ice Machine,N00796H,KM-2600SRJZ3,QRS215672,Hoshizaki - North Carolina,6504,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/67073/1021721856,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6504/Visit/0/QRS215672/field_185_photo.jpg?10600,Bin control,2024-01-31 00:00:00
BAD,"The cube separator shows significant dirt, mineral buildup, and debris accumulation on the grid surface, indicating poor maintenance and potential ice quality issues.",194724,Ice Machine,N00796H,KM-2600SRJZ3,QRS215672,Hoshizaki - North Carolina,6504,0.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/67073/1021721856,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6504/Visit/0/QRS215672/field_166_photo.jpg?19452,Remote unit,2024-01-31 00:00:00
BAD,"Multiple cube separator grids are visibly cracked, broken, and deteriorated with missing sections, compromising ice cube separation function.",194724,Ice Machine,N00796H,KM-2600SRJZ3,QRS215672,Hoshizaki - North Carolina,6504,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/73563/1120610112,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6504/Visit/1/QRS215672/field_17_photo.jpg,Before cleaning,2024-08-06 00:00:00
BAD,"Cube separator shows significant algae/mold growth (green discoloration) and mineral buildup, indicating poor maintenance and potential hygiene concerns.",194724,Ice Machine,N00796H,KM-2600SRJZ3,QRS215672,Hoshizaki - North Carolina,6504,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/73563/1120610112,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6504/Visit/1/QRS215672/field_368_photo.jpg,Components in cleaning solution,2024-08-06 00:00:00
BAD,"The cube separator shows significant ice buildup and mineral deposits on the grid channels, indicating poor maintenance and potential blockage that will impair ice cube separation.",194724,Ice Machine,N00796H,KM-2600SRJZ3,QRS215672,Hoshizaki - North Carolina,6504,1.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/73563/1120610112,https://storage.googleapis.com/filtrex_main_site//rebuild/Hoshizaki-Cares/6504/Visit/1/QRS215672/field_45_photo.jpg,Evap. After Cleaning,2024-08-06 00:00:00
BAD,"Multiple vertical dividers are broken, cracked, or missing, compromising the cube separator's ability to properly separate falling ice cubes.",194724,Ice Machine,N00796H,KM-2600SRJZ3,QRS215672,Hoshizaki - North Carolina,6504,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80453/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6504/Visit/2/QRS215672/field_368_photo.jpg?74306,Components in cleaning solution,2025-02-20 00:00:00
BAD,"Multiple evaporator tubes are bent, cracked, and show signs of damage; the assembly appears compromised and requires replacement.",194724,Ice Machine,N00796H,KM-2600SRJZ3,QRS215672,Hoshizaki - North Carolina,6504,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80453/1225547712,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6504/Visit/2/QRS215672/field_17_photo.jpg?16095,Before cleaning,2025-02-20 00:00:00
BAD,"The cube separator grid is disassembled and partially removed from the machine, with multiple plastic divider panels leaning against the sides rather than properly installed in their operational position.",194724,Ice Machine,N00796H,KM-2600SRJZ3,QRS215672,Olive Garden,6504,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88380/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6504/Visit/3/QRS215672/field_17_photo.jpg?14999,Before cleaning,2025-10-09 00:00:00
BAD,"Multiple cube separators are visibly damaged with cracks, discoloration, and deterioration; some appear yellowed and compromised.",194724,Ice Machine,N00796H,KM-2600SRJZ3,QRS215672,Olive Garden,6504,3.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/88380/134567040,https://storage.googleapis.com/filtrex_main_site//rebuild/Olive-Garden/6504/Visit/3/QRS215672/field_368_photo.jpg?86878,Components in cleaning solution,2025-10-09 00:00:00
